Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Glsp90,Astp90,G+Ap90,xGp90,xAGp90,xG+xAGp90,npxGp90,npxG+xAGp90,Sh,SoT,SoT%,Sh/90,SoT/90,ShDist,npxG/Sh,G-xG,Cmp,Att,Cmp%,PTotDist,PPrgDist,A-xAG,KP,1/3,PPA,PrgC,PrgR,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,TOAtt,TOSucc,TOSucc%,Tkld,Tkld%,Carries,CTotDist,CPrgDist,C1/3,CPA,Rec
Oscar Estupiñan,COL,FW,Metz,Ligue 1,26,1996,6,4,260,2.9,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.18,0.01,0.18,0.18,0.18,6,1,16.7,2.08,0.35,15.0,0.09,-0.5,41,61,67.2,627,74,0.0,1,2,1,5,8,88,0,6,52,30,9,2,1,50.0,1,50.0,54,312,105,3,0,62
Óscar Trejo,ARG,"FW,MF",Rayo Vallecano,La Liga,35,1988,31,19,1380,15.3,0,0,0,0,0,0,4,1,0.9,0.9,1.3,2.2,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14,18,3,16.7,1.17,0.2,19.6,0.05,-0.9,646,782,82.6,8596,2457,-1.3,23,74,25,28,81,1016,15,76,546,411,51,85,33,38.8,43,50.6,545,2643,1054,24,10,778
Oscar Vilhelmsson,SWE,"FW,MF",Darmstadt 98,Bundesliga,19,2003,26,16,1374,15.3,4,1,5,4,0,0,2,0,4.1,4.1,0.7,4.7,0.26,0.07,0.33,0.27,0.04,0.31,0.27,0.31,28,10,35.7,1.83,0.66,14.7,0.15,-0.1,123,212,58.0,1513,234,0.3,11,5,2,16,72,362,24,40,163,164,41,18,5,27.8,12,66.7,172,909,359,10,8,256
Othmane Maamma,FRA,FW,Montpellier,Ligue 1,17,2005,2,1,88,1.0,1,0,1,1,0,0,0,0,0.3,0.3,0.5,0.7,1.02,0.0,1.02,0.27,0.47,0.74,0.27,0.74,3,1,33.3,3.07,1.02,14.6,0.09,0.7,25,32,78.1,394,47,-0.5,3,1,1,7,3,49,1,9,23,22,5,10,6,60.0,4,40.0,39,448,138,6,3,35
Oumar Diakité,CIV,FW,Reims,Ligue 1,19,2003,28,18,1585,17.6,5,1,6,5,0,1,4,0,7.0,6.2,1.3,7.5,0.28,0.06,0.34,0.4,0.07,0.47,0.35,0.43,35,11,31.4,1.99,0.62,14.8,0.18,-2.0,239,305,78.4,3219,504,-0.3,15,16,8,29,107,546,13,55,233,271,89,62,25,40.3,34,54.8,380,2557,789,21,21,370
Pablo Fornals,ESP,"FW,MF",Betis,La Liga,27,1996,15,14,1148,12.8,3,2,5,3,0,0,2,0,1.8,1.8,1.6,3.4,0.24,0.16,0.39,0.14,0.13,0.27,0.14,0.27,17,5,29.4,1.33,0.39,18.2,0.11,1.2,500,672,74.4,7824,2697,0.4,23,56,25,37,82,811,10,103,423,295,40,26,11,42.3,14,53.8,420,2044,1160,23,13,571
Papa Amadou Diallo,SEN,FW,Metz,Ligue 1,19,2004,16,9,889,9.9,2,1,3,2,0,0,1,0,2.6,2.6,0.9,3.5,0.2,0.1,0.3,0.26,0.09,0.35,0.26,0.35,13,5,38.5,1.32,0.51,14.7,0.2,-0.6,167,257,65.0,2726,899,0.1,12,17,6,25,65,405,18,97,177,146,24,43,16,37.2,25,58.1,259,1839,806,18,5,236
Pascu,ESP,FW,Villarreal,La Liga,20,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,4,5,80.0,77,31,0.0,0,1,0,0,1,6,0,0,3,3,0,1,1,100.0,0,0.0,6,29,1,0,0,5
Patrick Herrmann,GER,"FW,DF",Gladbach,Bundesliga,32,1991,8,0,86,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,0.0,0.0,0.0,0.2,0.1,0.3,0.2,0.3,4,0,0.0,4.19,0.0,18.8,0.05,-0.2,29,44,65.9,545,160,-0.1,3,2,1,3,8,58,2,5,22,32,9,1,0,0.0,0,0.0,27,148,92,4,1,34
Patrick Ouotro,CIV,FW,Strasbourg,Ligue 1,17,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,1,2,50.0,18,4,0.0,0,1,0,1,0,3,0,1,1,1,0,0,0,,0,,1,18,18,0,0,1
Patrick Wimmer,AUT,"FW,MF",Wolfsburg,Bundesliga,22,2001,14,8,589,6.5,2,0,2,2,0,0,3,1,1.4,1.4,0.1,1.5,0.31,0.0,0.31,0.22,0.02,0.24,0.22,0.24,10,4,40.0,1.53,0.61,16.2,0.14,0.6,128,200,64.0,1822,525,-0.1,4,11,3,8,44,292,2,42,138,117,23,18,8,44.4,9,50.0,165,935,441,8,3,197
Patrik Schick,CZE,FW,Leverkusen,Bundesliga,27,1996,20,12,1063,11.8,7,0,7,6,1,1,1,0,6.0,5.3,1.0,6.2,0.59,0.0,0.59,0.51,0.08,0.59,0.44,0.53,39,12,30.8,3.3,1.02,12.7,0.13,1.0,184,231,79.7,2218,317,-1.0,8,8,5,7,88,350,7,15,132,208,90,25,8,32.0,14,56.0,191,814,265,4,5,281
Paulo Dybala,ARG,"FW,MF",Roma,Serie A,29,1993,28,25,1959,21.8,13,9,22,6,7,7,3,0,10.6,5.1,4.3,9.4,0.6,0.41,1.01,0.49,0.2,0.68,0.23,0.43,52,16,30.8,2.39,0.74,21.2,0.1,2.4,790,1000,79.0,12944,3000,4.7,50,67,37,79,167,1277,8,87,590,612,88,77,28,36.4,43,55.8,808,5078,2296,61,31,993
Pedro,ESP,"FW,MF",Lazio,Serie A,36,1987,33,5,816,9.1,1,1,2,1,0,0,4,0,1.5,1.5,2.1,3.6,0.11,0.11,0.22,0.17,0.23,0.39,0.17,0.39,11,4,36.4,1.21,0.44,20.0,0.14,-0.5,357,431,82.8,5072,974,-1.1,17,22,13,31,81,551,4,60,297,203,25,32,14,43.8,14,43.8,334,2084,917,30,4,442
Pedro Neto,POR,"FW,MF",Wolves,Premier League,23,2000,20,18,1516,16.8,2,9,11,2,0,0,4,0,3.5,3.5,4.4,7.9,0.12,0.53,0.65,0.21,0.26,0.47,0.21,0.47,36,12,33.3,2.14,0.71,16.8,0.1,-1.5,538,722,74.5,8269,1984,4.6,38,23,29,98,149,904,4,63,358,505,83,88,37,42.0,42,47.7,581,4915,2615,65,42,683
Pejiño,ESP,FW,Las Palmas,La Liga,27,1996,17,6,504,5.6,2,0,2,2,0,0,1,0,1.3,1.3,0.6,1.9,0.36,0.0,0.36,0.23,0.11,0.34,0.23,0.34,17,8,47.1,3.04,1.43,22.2,0.08,0.7,166,232,71.6,2484,625,-0.6,9,7,6,17,66,321,3,29,124,170,15,34,15,44.1,18,52.9,204,1363,511,15,4,241
Phil Foden,ENG,"FW,MF",Manchester City,Premier League,23,2000,35,33,2857,31.7,19,8,27,19,0,0,2,0,10.3,10.3,8.4,18.7,0.6,0.25,0.85,0.33,0.26,0.59,0.33,0.59,105,48,45.7,3.31,1.51,18.5,0.1,8.7,1511,1767,85.5,20347,3769,-0.4,73,71,57,93,269,2146,22,174,785,1211,190,102,47,46.1,46,45.1,1435,6921,3434,79,56,1753
Philipp Hofmann,GER,FW,Bochum,Bundesliga,30,1993,29,18,1571,17.5,4,2,6,4,0,0,1,0,4.8,4.8,1.7,6.5,0.23,0.11,0.34,0.27,0.1,0.37,0.27,0.37,39,15,38.5,2.23,0.86,11.7,0.12,-0.8,266,416,63.9,3468,648,0.3,19,17,11,7,86,581,16,45,282,257,84,15,9,60.0,6,40.0,256,907,208,6,2,435
Phillip Tietz,GER,FW,Augsburg,Bundesliga,26,1997,34,31,2382,26.5,8,4,12,8,0,0,1,0,8.2,8.2,2.6,10.8,0.3,0.15,0.45,0.31,0.1,0.41,0.31,0.41,52,18,34.6,1.96,0.68,15.1,0.16,-0.2,332,534,62.2,4822,1198,1.4,29,32,15,19,115,815,37,89,350,382,122,40,13,32.5,24,60.0,416,1664,590,15,7,561
Pierre-Emerick Aubameyang,GAB,FW,Marseille,Ligue 1,34,1989,34,30,2622,29.1,17,8,25,13,4,4,4,0,20.5,17.3,5.6,23.0,0.58,0.27,0.86,0.7,0.19,0.9,0.59,0.79,112,47,42.0,3.84,1.61,15.8,0.16,-3.5,444,660,67.3,6310,1446,2.4,27,29,27,68,235,960,30,85,377,512,163,34,18,52.9,14,41.2,696,4062,1628,34,38,680
Pietro Pellegri,ITA,FW,Torino,Serie A,22,2001,24,7,756,8.4,1,1,2,1,0,0,3,0,1.0,1.0,0.3,1.4,0.12,0.12,0.24,0.12,0.04,0.16,0.12,0.16,13,4,30.8,1.55,0.48,10.2,0.08,0.0,86,138,62.3,1094,113,0.7,4,3,0,14,52,231,5,18,99,123,25,15,5,33.3,7,46.7,129,835,366,15,2,162
Pontus Almqvist,SWE,"FW,MF",Lecce,Serie A,24,1999,30,25,2107,23.4,2,1,3,2,0,0,5,0,2.3,2.3,2.7,5.0,0.09,0.04,0.13,0.1,0.12,0.22,0.1,0.22,40,15,37.5,1.71,0.64,19.7,0.06,-0.3,351,478,73.4,4689,1071,-1.7,27,14,12,72,137,779,11,105,332,360,80,93,37,39.8,43,46.2,505,4048,1930,47,35,558
Portu,ESP,FW,Getafe,La Liga,31,1992,3,0,97,1.1,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.3,0.0,0.0,0.0,0.15,0.14,0.29,0.15,0.29,1,1,100.0,0.93,0.93,8.5,0.16,-0.2,17,23,73.9,226,115,-0.2,2,1,2,3,3,36,0,5,4,28,4,3,0,0.0,3,100.0,17,184,97,4,0,23
Rachad Fettal,MAR,FW,Almería,La Liga,18,2005,1,0,17,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.41,0.12,0.53,0.41,0.53,1,0,0.0,5.29,0.0,8.8,0.08,-0.1,4,6,66.7,46,20,0.0,1,0,0,0,2,9,0,1,6,2,1,0,0,,0,,4,3,2,0,0,6
Radamel Falcao,COL,"FW,DF",Rayo Vallecano,La Liga,37,1986,22,2,407,4.5,1,0,1,0,1,1,4,0,2.7,2.0,0.3,2.2,0.22,0.0,0.22,0.6,0.06,0.67,0.43,0.49,16,6,37.5,3.54,1.33,14.5,0.12,-1.7,92,110,83.6,1099,186,-0.3,4,5,2,7,23,169,4,13,67,91,23,8,3,37.5,4,50.0,97,429,171,4,5,132
Rafa Mir,ESP,"FW,MF",Sevilla,La Liga,26,1997,15,3,391,4.3,2,0,2,2,0,0,1,0,1.4,1.4,0.3,1.7,0.46,0.0,0.46,0.33,0.07,0.39,0.33,0.39,15,7,46.7,3.45,1.61,16.9,0.1,0.6,61,88,69.3,868,109,-0.3,5,1,1,3,16,136,2,11,61,67,20,6,2,33.3,3,50.0,73,349,147,2,3,93
Rafael Borré,COL,FW,Werder Bremen,Bundesliga,27,1995,19,11,991,11.0,4,0,4,4,0,0,0,0,2.4,2.4,1.8,4.2,0.36,0.0,0.36,0.22,0.16,0.38,0.22,0.38,20,7,35.0,1.82,0.64,15.4,0.12,1.6,223,301,74.1,3375,679,-1.8,13,20,9,16,73,422,11,40,206,183,40,22,7,31.8,14,63.6,244,1319,487,14,5,304
Rafael Leão,POR,FW,Milan,Serie A,24,1999,34,29,2512,27.9,9,9,18,9,0,0,5,0,10.0,10.0,9.1,19.1,0.32,0.32,0.64,0.36,0.32,0.68,0.36,0.68,70,24,34.3,2.51,0.86,17.1,0.14,-1.0,760,1032,73.6,12177,3205,-0.1,59,65,62,160,293,1351,20,75,575,725,179,154,77,50.0,61,39.6,937,7403,4060,99,82,1127
Raheem Sterling,ENG,"FW,MF",Chelsea,Premier League,28,1994,31,22,1978,22.0,8,4,12,8,0,0,7,0,6.5,6.5,4.5,11.0,0.36,0.18,0.55,0.29,0.2,0.5,0.29,0.5,51,21,41.2,2.32,0.96,14.5,0.13,1.5,538,728,73.9,7091,1775,-0.5,30,31,35,120,242,1019,8,77,324,638,167,132,45,34.1,70,53.0,744,5113,3063,51,65,821
Randal Kolo Muani,FRA,"FW,MF",Paris S-G,Ligue 1,24,1998,26,13,1268,14.1,6,5,11,6,0,0,1,0,6.1,6.1,3.3,9.4,0.43,0.35,0.78,0.43,0.23,0.66,0.43,0.66,22,12,54.5,1.56,0.85,11.0,0.28,-0.1,259,359,72.1,3749,980,1.7,26,23,14,36,125,545,15,56,205,293,73,72,28,38.9,40,55.6,432,2710,1105,18,16,422
Randal Kolo Muani,FRA,FW,Eint Frankfurt,Bundesliga,24,1998,2,2,153,1.7,1,0,1,1,0,0,0,0,1.3,1.3,0.0,1.3,0.59,0.0,0.59,0.77,0.0,0.77,0.77,0.77,5,1,20.0,2.94,0.59,8.0,0.26,-0.3,17,26,65.4,227,67,0.0,0,2,1,6,9,56,1,1,30,27,10,15,4,26.7,10,66.7,42,336,180,4,2,46
Randy Nteka,ANG,"FW,MF",Rayo Vallecano,La Liga,25,1997,16,3,572,6.4,1,1,2,0,1,1,3,0,2.3,1.5,0.9,2.5,0.16,0.16,0.31,0.37,0.15,0.51,0.24,0.39,14,5,35.7,2.2,0.79,15.9,0.11,-1.3,129,180,71.7,1687,395,0.1,9,9,5,12,35,284,13,34,122,131,36,17,7,41.2,8,47.1,156,784,404,7,6,199
Raphinha,BRA,"FW,MF",Barcelona,La Liga,26,1996,28,17,1368,15.2,6,9,15,5,1,1,4,1,7.4,6.6,5.7,12.3,0.39,0.59,0.99,0.48,0.37,0.86,0.43,0.81,58,20,34.5,3.82,1.32,19.8,0.12,-1.4,522,693,75.3,8785,2397,3.3,41,39,32,49,164,894,11,80,338,484,81,46,24,52.2,19,41.3,495,2884,1418,22,23,620
Rareș-Cătălin Burnete,ROU,FW,Lecce,Serie A,19,2004,1,0,8,0.1,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,11.25,11.25,0.0,0.71,0.71,0.0,0.71,0,0,,0.0,0.0,,,0.0,1,1,100.0,8,0,0.9,1,0,0,0,2,4,0,0,2,2,1,0,0,,0,,2,6,0,0,0,3
Rasmus Højlund,DEN,FW,Manchester Utd,Premier League,20,2003,30,25,2158,24.0,10,2,12,10,0,0,2,0,7.6,7.6,1.6,9.2,0.42,0.08,0.5,0.32,0.07,0.38,0.32,0.38,38,20,52.6,1.58,0.83,11.6,0.2,2.4,304,402,75.6,3552,884,0.4,28,14,14,36,111,612,20,61,262,297,96,38,18,47.4,18,47.4,356,2100,1101,26,15,429
Raúl,ESP,FW,Osasuna,La Liga,22,2000,35,13,1355,15.1,6,1,7,6,0,0,4,0,4.9,4.9,0.6,5.5,0.4,0.07,0.46,0.32,0.04,0.37,0.32,0.37,33,12,36.4,2.19,0.8,11.6,0.15,1.1,191,306,62.4,2465,453,0.4,10,14,6,16,68,455,12,35,199,224,64,21,6,28.6,13,61.9,221,899,381,11,7,339
Raúl de Tomás,ESP,FW,Rayo Vallecano,La Liga,28,1994,25,15,1272,14.1,1,2,3,0,1,1,5,0,3.4,2.6,1.3,3.9,0.07,0.14,0.21,0.24,0.09,0.33,0.18,0.28,38,11,28.9,2.69,0.78,18.5,0.07,-2.4,207,272,76.1,3281,443,0.7,8,14,3,11,73,439,12,33,226,183,58,44,20,45.5,19,43.2,266,1200,372,5,4,348
Raúl García,ESP,"FW,MF",Athletic Club,La Liga,37,1986,20,1,420,4.7,1,0,1,1,0,0,3,0,0.9,0.9,0.0,0.9,0.21,0.0,0.21,0.2,0.0,0.2,0.2,0.2,10,1,10.0,2.14,0.21,14.3,0.09,0.1,79,138,57.2,1102,313,0.0,0,12,3,4,15,202,10,28,96,80,22,5,2,40.0,3,60.0,95,390,124,7,2,146
Raúl Jiménez,MEX,FW,Fulham,Premier League,32,1991,24,18,1395,15.5,7,0,7,7,0,0,3,1,5.2,5.2,1.5,6.6,0.45,0.0,0.45,0.33,0.1,0.43,0.33,0.43,41,17,41.5,2.65,1.1,14.7,0.13,1.8,262,382,68.6,3408,717,-1.5,11,23,11,11,87,567,22,58,269,240,67,24,10,41.7,12,50.0,317,1407,453,14,5,442
Reda Khadra,GER,"FW,MF",Reims,Ligue 1,22,2001,29,14,1368,15.2,1,3,4,1,0,0,1,0,1.8,1.8,3.5,5.4,0.07,0.2,0.26,0.12,0.23,0.35,0.12,0.35,23,12,52.2,1.51,0.79,19.2,0.08,-0.8,289,389,74.3,4676,1169,-0.5,22,21,19,35,110,556,11,83,199,297,41,60,28,46.7,31,51.7,415,3065,1166,33,14,387
Reiss Nelson,ENG,FW,Arsenal,Premier League,23,1999,15,1,268,3.0,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.8,0.0,0.0,0.0,0.07,0.2,0.27,0.07,0.27,4,1,25.0,1.34,0.34,19.7,0.05,-0.2,127,144,88.2,1674,298,-0.6,5,1,6,9,26,188,8,30,67,96,13,7,1,14.3,6,85.7,129,729,281,5,4,128
Rémy Cabella,FRA,"FW,MF",Lille,Ligue 1,33,1990,30,14,1477,16.4,2,2,4,2,0,0,0,0,5.2,5.2,3.3,8.5,0.12,0.12,0.24,0.32,0.2,0.52,0.32,0.52,33,14,42.4,2.01,0.85,15.5,0.16,-3.2,732,908,80.6,10534,3045,-1.3,32,67,24,72,160,1111,12,109,497,520,80,48,21,43.8,24,50.0,835,5230,2393,52,22,782
Rhian Brewster,ENG,"FW,MF",Sheffield Utd,Premier League,23,2000,13,3,346,3.8,0,0,0,0,0,0,0,1,0.4,0.4,0.1,0.5,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,7,3,42.9,1.82,0.78,23.2,0.05,-0.4,52,76,68.4,702,178,-0.1,2,6,1,1,21,113,2,9,47,57,16,5,0,0.0,4,80.0,62,201,75,4,3,81
Riccardo Orsolini,ITA,"FW,MF",Bologna,Serie A,26,1997,33,19,1792,19.9,10,2,12,8,2,3,2,0,7.4,5.0,4.4,9.4,0.5,0.1,0.6,0.37,0.22,0.59,0.25,0.47,55,22,40.0,2.76,1.1,18.1,0.09,2.6,490,731,67.0,8021,2233,-2.4,36,22,22,51,175,981,23,170,340,482,77,77,31,40.3,40,51.9,605,3460,1787,34,23,708
Riccardo Saponara,ITA,"FW,MF",Hellas Verona,Serie A,31,1991,12,3,342,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,5,1,20.0,1.32,0.26,25.6,0.02,-0.1,87,124,70.2,1465,387,-0.2,3,8,3,12,32,164,4,21,80,65,11,9,4,44.4,4,44.4,115,753,346,9,3,120
Riccardo Sottil,ITA,FW,Fiorentina,Serie A,24,1999,22,13,1103,12.3,2,3,5,2,0,0,1,0,2.6,2.6,2.5,5.1,0.16,0.24,0.41,0.21,0.2,0.41,0.21,0.41,34,13,38.2,2.77,1.06,17.0,0.08,-0.6,331,421,78.6,5471,827,0.5,13,11,16,66,139,563,3,32,180,361,63,52,21,40.4,19,36.5,423,3583,1809,39,22,472
Richarlison,BRA,FW,Tottenham,Premier League,26,1997,28,18,1491,16.6,11,4,15,11,0,0,3,0,9.6,9.6,2.1,11.7,0.66,0.24,0.91,0.58,0.13,0.7,0.58,0.7,62,25,40.3,3.74,1.51,12.9,0.15,1.4,267,392,68.1,3761,956,1.9,15,21,13,26,106,652,33,88,248,322,121,37,10,27.0,23,62.2,394,1656,712,11,17,459
Robert Lewandowski,POL,FW,Barcelona,La Liga,34,1988,35,32,2750,30.6,19,8,27,15,4,4,5,0,18.1,15.0,4.9,19.9,0.62,0.26,0.88,0.59,0.16,0.75,0.49,0.65,90,37,41.1,2.95,1.21,13.9,0.17,0.9,416,592,70.3,5780,1192,3.1,27,27,25,43,168,900,24,47,361,502,165,54,23,42.6,30,55.6,529,2549,1019,28,20,736
Roberto Massimo,GER,"FW,DF",Stuttgart,Bundesliga,22,2000,5,0,84,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0,0,,0.0,0.0,,,0.0,30,39,76.9,482,109,0.0,1,1,0,3,6,50,1,11,29,10,1,1,0,0.0,0,0.0,29,154,103,2,1,32
Roberto Pereyra,ARG,"FW,MF",Udinese,Serie A,32,1991,27,22,1858,20.6,4,3,7,3,1,1,6,0,3.5,2.7,1.9,4.7,0.19,0.15,0.34,0.17,0.09,0.27,0.13,0.23,26,8,30.8,1.26,0.39,15.9,0.11,0.5,472,598,78.9,7424,2531,1.1,25,49,21,39,82,806,36,182,387,253,41,40,16,40.0,22,55.0,486,3084,1350,21,8,531
Roberto Piccoli,ITA,FW,Lecce,Serie A,22,2001,35,12,1378,15.3,5,0,5,4,1,1,5,0,6.4,5.6,0.9,6.5,0.33,0.0,0.33,0.42,0.06,0.48,0.37,0.43,56,20,35.7,3.66,1.31,16.5,0.1,-1.4,147,246,59.8,1864,373,-0.9,10,4,2,25,72,478,15,57,206,224,77,34,13,38.2,19,55.9,265,1364,598,12,14,330
Roberto Piccoli,ITA,FW,Empoli,Serie A,22,2001,2,0,39,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,1,0,0.0,2.31,0.0,16.3,0.05,-0.1,4,6,66.7,47,16,0.0,0,0,0,0,0,10,0,0,4,6,1,1,0,0.0,1,100.0,5,12,1,0,0,6
Robin Hack,GER,"FW,MF",Gladbach,Bundesliga,24,1998,29,14,1348,15.0,10,2,12,10,0,0,2,0,3.9,3.9,2.3,6.3,0.67,0.13,0.8,0.26,0.16,0.42,0.26,0.42,43,22,51.2,2.87,1.47,19.9,0.09,6.1,389,525,74.1,5837,1474,-0.3,25,25,16,50,103,753,11,116,337,311,65,60,26,43.3,31,51.7,468,2855,1378,39,20,551
Rodri,ESP,"FW,MF",Betis,La Liga,23,2000,29,9,1051,11.7,0,0,0,0,0,0,0,0,1.1,1.1,1.2,2.2,0.0,0.0,0.0,0.09,0.1,0.19,0.09,0.19,18,5,27.8,1.54,0.43,18.6,0.06,-1.1,449,570,78.8,6682,1882,-1.2,15,36,32,49,116,711,3,98,325,299,43,57,24,42.1,24,42.1,496,3253,1607,30,14,564
Rodrigo Muniz,BRA,FW,Fulham,Premier League,22,2001,26,18,1593,17.7,9,1,10,9,0,0,1,0,8.7,8.7,2.0,10.7,0.51,0.06,0.56,0.49,0.12,0.61,0.49,0.61,73,26,35.6,4.12,1.47,11.8,0.12,0.3,136,222,61.3,2018,532,-1.0,18,14,7,8,76,462,30,45,201,220,118,20,5,25.0,13,65.0,257,788,258,4,4,343
Rodrygo,BRA,FW,Real Madrid,La Liga,22,2001,34,28,2380,26.4,10,5,15,10,0,1,2,0,11.7,10.9,4.0,14.9,0.38,0.19,0.57,0.44,0.15,0.59,0.41,0.56,86,35,40.7,3.25,1.32,15.2,0.13,-1.7,883,1007,87.7,10417,1882,1.0,46,42,44,159,301,1352,3,50,414,905,206,147,60,40.8,68,46.3,1002,7409,4344,106,84,1145
Roger Martí,ESP,FW,Cádiz,La Liga,32,1991,23,18,1359,15.1,2,3,5,2,0,0,3,0,2.8,2.8,2.9,5.6,0.13,0.2,0.33,0.18,0.19,0.37,0.18,0.37,33,12,36.4,2.19,0.79,17.8,0.08,-0.8,225,344,65.4,3085,656,0.1,11,12,6,7,64,503,7,33,263,216,53,10,3,30.0,6,60.0,309,1260,390,15,2,354
Romain Del Castillo,FRA,FW,Brest,Ligue 1,27,1996,33,30,2497,27.7,8,8,16,5,3,3,4,0,5.2,2.9,9.9,12.8,0.29,0.29,0.58,0.19,0.36,0.55,0.1,0.46,37,14,37.8,1.33,0.5,20.3,0.08,2.8,989,1469,67.3,16904,6014,-1.9,89,103,72,101,287,1800,5,122,780,936,71,160,75,46.9,77,48.1,1306,7721,3294,95,21,1240
Roman Yaremchuk,UKR,FW,Valencia,La Liga,27,1995,25,11,928,10.3,3,0,3,3,0,0,2,0,4.6,4.6,0.1,4.8,0.29,0.0,0.29,0.45,0.01,0.46,0.45,0.46,18,9,50.0,1.75,0.87,12.3,0.26,-1.6,142,210,67.6,1794,404,-0.1,5,13,4,12,46,315,10,19,140,163,34,14,5,35.7,9,64.3,177,877,378,11,6,228
Romelu Lukaku,BEL,FW,Roma,Serie A,30,1993,32,30,2641,29.3,13,3,16,13,0,1,5,1,9.8,9.0,2.4,11.4,0.44,0.1,0.55,0.33,0.08,0.42,0.31,0.39,64,27,42.2,2.18,0.92,14.1,0.14,3.2,438,621,70.5,5515,781,0.6,29,23,13,37,234,843,22,59,346,448,141,24,11,45.8,13,54.2,500,2060,1019,24,22,667
Royce Openda Owaga,GAB,FW,Lorient,Ligue 1,21,2002,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,2,3,66.7,27,15,0.0,0,0,0,0,1,5,0,1,3,1,1,2,1,50.0,1,50.0,4,20,16,0,0,4
Rubén García,ESP,"FW,MF",Osasuna,La Liga,30,1993,30,19,1547,17.2,3,2,5,3,0,0,1,0,2.3,2.3,3.3,5.6,0.17,0.12,0.29,0.13,0.19,0.33,0.13,0.33,28,10,35.7,1.63,0.58,18.0,0.08,0.7,519,774,67.1,8222,2306,-1.3,31,31,26,16,117,951,19,125,365,466,40,31,18,58.1,9,29.0,473,2042,730,26,4,647
Ryan Gravenberch,NED,FW,Bayern Munich,Bundesliga,21,2002,1,0,10,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,1.92,1.92,0.0,1.92,0,0,,0.0,0.0,,,0.0,5,7,71.4,83,25,-0.2,2,0,0,0,3,7,0,0,3,4,2,1,1,100.0,0,0.0,3,16,9,0,0,5
Ryan One,SCO,FW,Sheffield Utd,Premier League,17,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,1,1,100.0,7,0,0.0,0,0,0,1,0,2,1,1,1,1,0,0,0,,0,,1,11,11,1,0,0
Saïd Benrahma,ALG,"FW,MF",West Ham,Premier League,27,1995,13,5,620,6.9,0,1,1,0,0,1,1,0,1.8,1.0,1.4,2.5,0.0,0.15,0.15,0.27,0.21,0.47,0.15,0.36,18,5,27.8,2.61,0.73,19.8,0.06,-1.8,193,257,75.1,2587,504,-0.4,11,11,11,28,70,355,11,65,128,168,35,38,14,36.8,21,55.3,238,1687,790,17,15,245
Saïd Benrahma,ALG,"FW,MF",Lyon,Ligue 1,27,1995,12,10,770,8.6,3,3,6,3,0,0,2,0,1.6,1.6,3.6,5.2,0.35,0.35,0.7,0.19,0.42,0.61,0.19,0.61,25,9,36.0,2.92,1.05,21.5,0.06,1.4,238,349,68.2,3752,1205,-0.6,23,16,21,46,113,447,5,47,141,266,36,35,18,51.4,16,45.7,350,2324,1178,15,15,334
Samu Castillejo,ESP,"FW,MF",Sassuolo,Serie A,28,1995,17,6,536,6.0,0,0,0,0,0,0,2,0,0.3,0.3,1.0,1.2,0.0,0.0,0.0,0.04,0.16,0.21,0.04,0.21,6,2,33.3,1.01,0.34,16.6,0.04,-0.3,213,283,75.3,3239,693,-1.0,15,14,6,27,45,371,5,38,150,190,14,19,9,47.4,8,42.1,248,1714,839,24,7,278
